43.15824 38.84028 | 29.21486 10.59962
43.53392 38.86055 | 29.66155 10.64895
43.82518 38.89271 | 30.06924 10.75583
44.46933 38.95492 | 30.47484 10.86520
45.02895 38.96717 | 30.87379 10.98181
45.57601 39.09239 | 31.26849 11.09519
46.31715 39.17884 | 31.65772 11.22174
46.87512 39.13007 | 32.05521 11.35122
47.60882 39.18987 | 32.44862 11.49015
48.32137 39.69615 | 32.84429 11.62070
49.12037 39.99300 | 33.23025 11.76092
49.86517 40.18138 | 33.60884 11.89271
50.59484 40.58808 | 33.99168 12.02337
51.51145 40.89539 | 34.36550 12.16616
52.23070 41.15385 | 34.73102 12.30152
52.87985 41.52152 | 35.08838 12.43780
53.20703 41.79603 | 35.43572 12.57279
53.46270 42.05558 | 35.77807 12.69526
53.84284 42.30208 | 36.10441 12.82520
54.20393 42.58334 | 36.43102 12.94641
54.49401 42.88807 | 36.74146 13.06843
54.87189 43.00885 | 37.04485 13.17473
55.31413 43.25958 | 37.33924 13.27231
55.56985 43.73437 | 37.62367 13.36317
55.93548 43.90643 | 37.89156 13.45742
56.31742 44.07744 | 38.15789 13.53726
56.67553 44.21615 | 38.40975 13.61063
57.07339 44.29468 | 38.63914 13.66653
57.42192 44.38751 | 38.86267 13.70539
57.78965 44.45848 | 39.07236 13.73031
58.29366 44.41789 | 39.26716 13.74590
58.86929 44.31184 | 39.45741 13.75492
59.81774 47.53249 | 73.00314 0.09919
59.72430 47.40774 | 73.00935 0.09753
59.71967 47.37766 | 73.01887 0.10062
59.62878 47.37971 | 73.03058 0.10477
59.61979 47.23555 | 73.04621 0.11030
59.52781 47.18973 | 73.06612 0.11942
59.52004 47.09300 | 73.08899 0.13400
59.61133 47.14661 | 73.10726 0.14191
59.42257 46.93795 | 73.13176 0.14994
59.42002 47.03396 | 73.15719 0.15936
59.32046 46.89055 | 73.18959 0.17950
59.32092 46.80660 | 73.22732 0.20168
59.28619 46.70395 | 73.26735 0.23306
59.31679 46.69278 | 73.31098 0.25697
59.31490 46.56768 | 73.35927 0.28985
59.31628 46.31758 | 73.40656 0.32241
59.31628 46.31758 | 73.45295 0.35304
59.21852 46.32963 | 73.50219 0.38691
59.31818 46.44190 | 73.55222 0.41827
59.22014 46.13131 | 73.59845 0.44772
59.22014 46.13131 | 73.64419 0.47866
59.12527 46.10023 | 73.68828 0.50145
59.22120 45.96491 | 73.73455 0.53392
59.21892 45.97539 | 73.77987 0.56924
59.21083 45.74979 | 73.82013 0.59726
59.11556 45.80119 | 73.85688 0.62359
59.12414 45.94397 | 73.89105 0.64722
59.11441 45.64493 | 73.91734 0.66110
59.11665 45.68462 | 73.93601 0.67095
59.01518 45.58298 | 73.95274 0.67361
59.01976 45.61269 | 73.97499 0.69254
59.01935 45.37282 | 73.98492 0.69427
58.92656 45.41361 | 73.99166 0.69392
58.91813 45.27119 | 73.99572 0.69596
58.91712 45.11438 | 73.99952 0.70180
58.82732 45.11046 | 74.00488 0.71079
58.81816 45.05121 | 74.00633 0.72392
58.82353 44.99779 | 74.00730 0.73383
58.81723 44.89399 | 73.98931 0.75111
58.73093 44.79781 | 73.97394 0.77387
58.72263 44.65591 | 73.95799 0.79075
58.71893 44.54375 | 73.94128 0.80708
58.62110 44.63686 | 73.93129 0.82427
58.62198 44.50799 | 73.92557 0.84498
58.52704 44.39917 | 73.91459 0.86592
58.52252 44.36978 | 73.89536 0.87238
58.42741 44.45467 | 73.86873 0.87669
58.42574 44.37997 | 73.83816 0.87539
58.33061 44.46490 | 73.80355 0.87162
58.32448 44.36072 | 73.76608 0.86555
58.23546 44.51244 | 73.72263 0.85834
58.14708 44.46146 | 73.68022 0.84623
58.04144 44.41270 | 73.63790 0.83821
57.94775 44.53499 | 73.61009 0.82226
57.85091 44.54507 | 73.58363 0.80437
57.75700 44.66768 | 73.55345 0.79125
57.74827 44.60858 | 73.52231 0.77933
57.56192 44.65038 | 73.49108 0.76643
57.55760 44.62084 | 73.46056 0.76102
57.46075 44.63086 | 73.43238 0.74630
57.36596 44.55976 | 73.40379 0.73368
57.24030 44.69194 | 73.40394 0.75195
57.16014 44.69768 | 73.41096 0.77502
57.12978 44.68986 | 73.42568 0.79783
57.08000 44.70338 | 73.44415 0.82034
56.99988 44.70906 | 73.46467 0.83706
56.85941 44.97575 | 73.48769 0.85367
56.84640 45.05386 | 73.51137 0.85897
56.84640 45.05386 | 73.53614 0.86671
56.85344 45.11121 | 73.56538 0.88155
56.71640 45.31613 | 73.59485 0.88956
56.59203 45.44308 | 73.62608 0.89657
56.57874 45.52730 | 73.65625 0.91041
56.57680 45.58352 | 73.68012 0.90936
56.71957 45.79519 | 73.70553 0.91379
57.09446 45.99402 | 73.73057 0.91508
57.44977 46.44928 | 73.74492 0.90431
57.75275 46.74139 | 73.75567 0.88996
58.12833 46.92784 | 73.76232 0.87741
58.46073 47.37387 | 73.76783 0.86757
58.84528 47.64581 | 73.77171 0.85805
59.14106 47.90685 | 73.77441 0.85175
59.27686 48.22655 | 73.77886 0.84452
59.47856 48.43617 | 73.78260 0.82976
59.60320 48.64913 | 73.78096 0.81514
59.80606 48.80679 | 73.77452 0.81028
59.98458 49.09589 | 73.76445 0.80831
60.24993 49.18654 | 73.75440 0.80751
60.28971 49.43698 | 73.74576 0.81056
60.51034 49.66018 | 73.73662 0.81004
60.63536 49.91184 | 73.72916 0.80297
60.85594 50.04556 | 73.72271 0.79222
60.94074 50.18254 | 73.71775 0.78674
61.34245 50.14274 | 73.71164 0.78937
61.40038 50.10306 | 73.70575 0.78900
61.45488 50.06695 | 73.69962 0.78580
61.51292 50.03921 | 73.68649 0.78999
61.57116 50.01404 | 73.67012 0.80660
61.62628 49.98565 | 73.65488 0.82557
61.67494 49.94824 | 73.64053 0.83908
61.71383 49.89603 | 73.63158 0.84308
61.73960 49.82322 | 73.62631 0.84464
61.74893 49.72401 | 73.62030 0.84515
61.61273 49.04654 | 73.61887 0.85179
61.40218 48.15251 | 73.61587 0.86294
61.25791 47.11154 | 73.61394 0.88397
61.15166 45.96301 | 73.61181 0.90896
61.06582 44.94641 | 73.60839 0.92947
60.82387 44.09040 | 73.60694 0.94052
60.80135 43.12119 | 73.60628 0.95290
60.62477 42.16393 | 73.61143 0.96841
60.39970 41.24663 | 73.62221 0.97911
60.34114 40.05570 | 73.63401 0.98510
60.17440 38.99515 | 73.64640 0.99586
60.04401 38.11496 | 73.65745 1.00879
59.82688 37.38595 | 73.66617 1.01773
59.60143 36.39744 | 73.67316 1.02662
59.59967 35.26177 | 73.68368 1.03771
59.49253 34.91139 | 73.69397 1.04669
59.25720 35.24157 | 73.71058 1.05747
59.11996 35.29255 | 73.73054 1.06656
58.94183 35.32469 | 73.75646 1.07599
58.86657 35.42629 | 73.78142 1.09398
58.77425 35.40709 | 73.81023 1.11230
58.58546 35.59274 | 73.84680 1.13131
58.42852 35.65414 | 73.88026 1.14978
58.32495 35.62833 | 73.92051 1.16627
58.21267 35.71144 | 73.96311 1.18293
58.14863 35.67442 | 74.00609 1.19323
58.16332 35.68054 | 74.05401 1.20128
58.21129 35.79388 | 74.10523 1.21120
58.33919 35.93822 | 74.16314 1.21224
58.75534 36.21790 | 74.21678 1.20605
59.29400 37.25821 | 74.26956 1.19212
60.03770 38.00244 | 74.31329 1.18287
60.72879 38.66567 | 74.35687 1.16512
61.45254 39.40429 | 74.39498 1.13985
62.01019 40.51741 | 74.42563 1.10716
62.65990 41.11383 | 74.45204 1.07057
63.17820 42.09970 | 74.47305 1.03271
63.81817 42.86590 | 74.49357 0.99331
64.63685 43.41223 | 74.51058 0.95009
65.20529 44.56399 | 74.53237 0.90466
65.83691 45.35803 | 74.55206 0.85812
66.41350 46.03980 | 74.57069 0.81349
66.98269 46.22111 | 74.58986 0.76787
67.26841 46.26194 | 74.60719 0.72733
67.58568 46.20266 | 74.62587 0.69077
67.94284 46.09347 | 74.64533 0.65921
68.12609 45.95315 | 74.67061 0.61848
68.53761 45.87952 | 74.69531 0.58884
68.92223 45.84452 | 74.71942 0.56467
69.30077 45.80444 | 74.75145 0.53559
69.68949 45.67686 | 74.78203 0.50920
69.97787 45.49987 | 74.81311 0.48774
70.26258 45.30908 | 74.84372 0.46546
70.44948 45.13421 | 74.87374 0.44576
70.53505 44.96131 | 74.90187 0.43180
70.61962 44.83901 | 74.93455 0.42323
70.64133 44.27110 | 74.96902 0.41582
70.74204 43.95919 | 75.00912 0.41559
71.01206 44.07574 | 75.05043 0.42137
71.28787 43.76577 | 75.10039 0.42848
71.83526 43.89142 | 75.14586 0.43687
72.70749 44.17032 | 75.19217 0.45166
73.30268 44.94860 | 75.24677 0.46454
73.48332 44.92700 | 75.29871 0.47628
73.88854 45.26675 | 75.36122 0.49690
74.12048 45.13524 | 75.42710 0.51220
74.26286 44.99619 | 75.49234 0.52387
73.80166 44.94339 | 75.56561 0.53685
73.37870 44.73274 | 75.63970 0.55293
72.95722 44.70230 | 75.70977 0.56182
72.70235 44.64643 | 75.77684 0.56988
72.57918 44.71046 | 75.83476 0.57813
72.33978 44.76768 | 75.88446 0.58375
72.24584 44.92956 | 75.92807 0.58779
72.15064 44.98495 | 75.96336 0.59402
72.04813 45.03307 | 76.00091 0.59963
71.94262 45.07412 | 76.03416 0.60098
71.83844 45.10830 | 76.05256 0.60089
71.73991 45.13581 | 76.07241 0.60245
71.65135 45.15686 | 76.08079 0.60163
71.57710 45.17164 | 76.08776 0.60641
71.52146 45.18037 | 76.09017 0.61145
71.48878 45.18323 | 76.08322 0.61763
71.47508 45.10103 | 76.07254 0.62380
71.47159 45.08679 | 76.06466 0.63758
71.47269 45.06165 | 76.05381 0.64935
71.47567 45.10435 | 76.04745 0.66041
71.38071 45.12639 | 76.03935 0.66915
71.38940 45.17876 | 76.03343 0.67631
71.47660 45.12793 | 76.02614 0.68057
71.47507 45.11003 | 76.01843 0.68795
71.29328 45.21267 | 76.01564 0.69423
71.47317 45.11634 | 76.01241 0.70077
71.47407 45.12502 | 76.01154 0.70849
71.48555 45.21964 | 76.01361 0.71357
71.30855 45.32314 | 76.01289 0.71839
71.38157 45.15639 | 76.01596 0.72210
71.47090 45.09123 | 76.01817 0.72581
71.38058 45.14706 | 76.01963 0.72667
71.47113 45.10274 | 76.01765 0.72286
71.38368 45.17338 | 76.01686 0.72002
71.38652 45.19507 | 76.01959 0.71681
71.49199 45.29875 | 76.02271 0.71550
71.49199 45.29875 | 76.02547 0.71376
71.58963 45.28281 | 76.02626 0.71320
71.49900 45.32737 | 76.02964 0.71200
71.55455 45.29585 | 76.03006 0.71232
71.60705 45.20662 | 76.03380 0.71260
71.66181 45.16660 | 76.03577 0.71151
71.60315 45.39059 | 76.03596 0.71133
71.69380 45.34592 | 76.03821 0.71138
71.77992 45.28648 | 76.03857 0.71171
71.69380 45.34592 | 76.04289 0.71389
71.77992 45.28648 | 76.04778 0.71369
71.78034 45.23613 | 76.05149 0.71338
71.78034 45.23613 | 76.05522 0.71340
71.87084 45.19158 | 76.05820 0.71572
71.87084 45.19158 | 76.06353 0.71700
71.77332 45.20762 | 76.06276 0.71721
71.77375 45.15732 | 76.06856 0.71811
71.77332 45.20762 | 76.06942 0.71731
71.68724 45.26684 | 76.07272 0.71839
71.58743 45.27548 | 76.07153 0.71710
71.48765 45.28411 | 76.07018 0.71619
71.36740 45.13220 | 76.06950 0.71513
71.22429 44.79717 | 76.07037 0.71307
71.05557 44.92509 | 76.06952 0.71150
71.00271 44.94810 | 76.06591 0.70819
70.91829 45.01194 | 76.06377 0.70748
70.84865 45.10747 | 76.06163 0.70678
70.74796 45.13292 | 76.06216 0.70481
70.76982 45.03991 | 76.06010 0.70051
70.71719 45.00727 | 76.05487 0.69773
70.71719 45.00727 | 76.05412 0.69733
70.73364 44.99013 | 76.04910 0.69497
70.78147 44.98764 | 76.04835 0.69456
70.81312 44.94685 | 76.04674 0.69432
70.75036 44.91747 | 76.04543 0.69349
70.64978 44.94286 | 76.04569 0.69406
70.61896 44.81711 | 76.04910 0.69556
70.57119 44.81971 | 76.04928 0.69900
70.45633 44.70222 | 76.04961 0.69801
70.32529 44.60186 | 76.04804 0.69805
70.09542 44.47824 | 76.04528 0.69797
69.86329 44.10173 | 76.04253 0.69789
69.61963 43.67354 | 76.03732 0.69905
69.39136 43.06743 | 76.03546 0.70303
69.06173 42.32574 | 76.03444 0.70615
68.84362 41.54276 | 76.03128 0.70925
68.62185 40.76078 | 76.02183 0.70849
68.12891 40.34120 | 76.00954 0.70687
68.05156 39.26861 | 76.00135 0.70690
67.97031 39.28097 | 75.99299 0.71104
67.91447 38.81682 | 75.97912 0.71022
67.58109 38.49951 | 75.96440 0.71168
67.57049 38.14643 | 75.95112 0.71053
67.62352 37.77298 | 75.93033 0.71138
67.55913 37.00835 | 75.91051 0.70776
67.87133 36.82042 | 75.88915 0.70360
67.91227 36.82063 | 75.87275 0.70250
67.78528 36.81692 | 75.85820 0.70085
67.90293 36.90529 | 75.83375 0.69849
67.82436 36.44873 | 75.81108 0.69683
67.95304 36.18635 | 75.78896 0.69548
68.20758 36.16968 | 75.77028 0.69753
68.42692 36.08116 | 75.75457 0.70121
68.62035 35.88365 | 75.73249 0.70290
68.90094 35.69918 | 75.71756 0.70357
69.03763 35.79400 | 75.70964 0.70753
69.10294 35.80119 | 75.70093 0.71130
69.26889 35.88859 | 75.69282 0.71699
69.36135 35.90630 | 75.69411 0.72370
69.49516 36.31600 | 75.69748 0.73471
69.47001 36.04920 | 75.70388 0.74763
69.45838 36.08811 | 75.70668 0.75653
69.40803 36.33486 | 75.71390 0.77361
69.45565 36.32317 | 75.73165 0.78736
69.50614 36.34230 | 75.75043 0.80364
69.56134 36.39612 | 75.77831 0.82272
69.61210 36.47926 | 75.81512 0.84049
69.64926 36.58638 | 75.85919 0.85941
69.66369 36.71209 | 75.90745 0.87946
69.66039 36.95593 | 75.95426 0.90019
69.90253 37.12843 | 76.00502 0.92198
70.06455 37.52236 | 76.06173 0.93931
70.46168 37.95171 | 76.12111 0.95866
71.03084 38.29447 | 76.18685 0.98488
71.54566 38.85208 | 76.25528 1.01519
72.12527 39.36893 | 76.32943 1.04585
72.73624 40.19971 | 76.40833 1.08220
73.27325 40.77899 | 76.48009 1.11068
73.72095 41.10854 | 76.55060 1.14078
74.36344 41.92427 | 76.61907 1.17085
74.84410 41.92687 | 76.68163 1.19849
75.00593 42.86173 | 76.73776 1.22929
74.55542 42.89818 | 76.78682 1.25689
74.14429 42.71779 | 76.83108 1.28455
73.68041 42.61885 | 76.87029 1.31186
73.02847 42.55133 | 76.89961 1.33511
72.58046 42.20329 | 76.92466 1.36014
72.15074 41.77981 | 76.94632 1.38376
71.82825 41.23347 | 76.95760 1.40049
71.32706 40.81742 | 76.96849 1.41429
70.81049 40.47275 | 76.96663 1.42565
70.36105 39.97489 | 76.95546 1.43275
69.96246 39.47461 | 76.94569 1.43992
69.67911 39.23585 | 76.93237 1.44265
69.27442 38.71018 | 76.92848 1.43945
68.87373 37.58510 | 76.92077 1.43465
68.78318 36.99539 | 76.90725 1.42832
68.56944 36.29729 | 76.89400 1.42476
68.46107 35.40344 | 76.88417 1.41659
68.22677 35.06550 | 76.91439 1.44392
68.09166 34.15760 | 76.94412 1.47297
68.05364 33.83498 | 76.96516 1.49806
67.89106 33.40331 | 76.98477 1.52901
67.84675 33.15273 | 76.99543 1.54955
67.71607 32.68929 | 76.98997 1.60051
67.66588 32.27627 | 76.98099 1.60409
67.72716 31.76741 | 76.97526 1.60861
67.94168 31.08290 | 76.96774 1.60818
68.25074 30.37693 | 76.96352 1.60798
68.54691 29.94937 | 76.95223 1.60680
68.96974 29.13913 | 76.94469 1.60081
69.39694 28.38093 | 76.94850 1.59702
69.67272 27.75013 | 76.95610 1.59185
69.94984 27.10129 | 76.96859 1.58706
70.11430 26.61639 | 76.95453 1.54904
70.23048 26.34202 | 76.95210 1.50525
70.31505 25.99093 | 76.96658 1.45017
70.64385 25.84453 | 76.99638 1.38990
71.03085 25.64128 | 77.05061 1.33833
71.64594 25.69904 | 77.12431 1.24901
72.30323 25.40527 | 77.21798 1.20427
72.51084 24.82186 | 77.32044 1.15739
73.02301 23.83097 | 77.43074 1.11560
73.37257 22.24611 | 77.54532 1.05253
73.79038 20.58905 | 77.66117 0.98834
74.38352 18.87212 | 77.77835 0.91847
74.78932 17.20682 | 77.89080 0.83803
75.38536 15.56988 | 77.99908 0.75891
75.79811 13.73572 | 78.09861 0.67790
76.34070 12.13404 | 78.18538 0.58908
76.81730 10.45115 | 78.26449 0.50190
77.29304 8.97708 | 78.33121 0.42555
77.89866 7.38532 | 78.38193 0.34421
78.27027 5.84913 | 78.41397 0.25942
78.44281 5.37485 | 78.43749 0.17340
78.56137 5.01178 | 78.45274 0.09051
78.62711 4.75957 | 78.45885 0.00586
78.59616 4.44704 | 78.46214 -0.08236
78.65177 4.05090 | 78.46308 -0.14357
78.62221 3.97562 | 78.46468 -0.20639
78.64418 3.87497 | 78.46679 -0.25838
78.88230 3.94729 | 78.45879 -0.29862
79.28307 3.87043 | 78.44522 -0.34758
79.47485 4.16696 | 78.44088 -0.39815
79.43601 4.07806 | 78.44723 -0.44591
79.11445 3.69367 | 78.45470 -0.48882
78.89331 3.43728 | 78.46143 -0.52635
78.68368 3.20236 | 78.47106 -0.56096
78.50801 3.13592 | 78.48934 -0.59071
78.34543 3.16348 | 78.50699 -0.61403
78.47695 3.07733 | 78.52395 -0.63724
78.64731 3.36557 | 78.54276 -0.65543
78.74566 3.69542 | 78.56033 -0.66943
79.03549 4.21463 | 78.58856 -0.67396
79.29741 4.83660 | 78.58607 -0.70433
79.61279 5.60688 | 78.59725 -0.72026
80.07520 6.39708 | 78.61724 -0.73737
80.61390 6.76752 | 78.64682 -0.74962
80.72664 7.84131 | 78.66771 -0.75555
81.15674 8.48816 | 78.67828 -0.76273
81.42632 9.26913 | 78.69136 -0.76765
81.79030 9.98258 | 78.70707 -0.77460
82.06914 10.52074 | 78.72132 -0.78341
82.51020 11.29789 | 78.73347 -0.78921
82.97239 12.17018 | 78.74876 -0.79677
83.21870 12.76757 | 78.76471 -0.80398
83.52826 13.54486 | 78.78007 -0.81149
83.85393 14.25792 | 78.79384 -0.81938
84.16364 14.99992 | 78.79204 -0.84000
84.56019 15.61798 | 78.81819 -0.82911
84.93977 16.32486 | 78.82656 -0.83156
85.24045 17.20041 | 78.83246 -0.82886
85.62916 17.77280 | 78.83409 -0.82371
85.94747 18.46994 | 78.83751 -0.82064
86.18587 19.23111 | 78.84269 -0.81316
86.52177 19.86053 | 78.84356 -0.80752
86.83750 20.51498 | 78.84265 -0.80002
87.16042 21.28610 | 78.84499 -0.78979
87.48384 22.10962 | 78.84622 -0.78246
87.86326 22.72130 | 78.84757 -0.77341
88.08220 23.45543 | 78.84605 -0.76348
88.42249 23.99465 | 78.84390 -0.75590
88.68083 24.63419 | 78.84006 -0.74813
88.84690 25.20285 | 78.83490 -0.73911
88.32755 25.12201 | 78.82692 -0.72219
88.04469 25.04308 | 78.81513 -0.70518
88.05296 24.99532 | 78.79939 -0.69516
88.07672 24.94971 | 78.78006 -0.68099
88.11440 24.90663 | 78.75013 -0.66415
88.16441 24.86646 | 78.71294 -0.64890
88.22519 24.82959 | 78.67156 -0.61912
88.29516 24.79640 | 78.61967 -0.59856
88.37274 24.76727 | 78.55737 -0.61593
88.45636 24.74258 | 78.48390 -0.60357
88.54445 24.72271 | 78.39942 -0.58942
88.63542 24.70804 | 78.30565 -0.57529
88.72771 24.69896 | 78.19938 -0.56200
88.81973 24.69585 | 78.08675 -0.55058
88.93873 24.81604 | 77.96903 -0.53380
89.07836 24.87295 | 77.84032 -0.52349
89.24173 24.92369 | 77.70927 -0.50770
89.32018 24.92447 | 77.56760 -0.48375
89.59207 25.01910 | 77.42108 -0.46092
89.72201 25.09422 | 77.26715 -0.43626
89.84322 25.08977 | 77.10037 -0.41078
89.99443 25.16597 | 76.91987 -0.39469
90.19089 25.17321 | 76.72807 -0.36340
90.25625 25.16201 | 76.52098 -0.29372
90.41602 25.25638 | 76.30178 -0.25707
90.53911 25.32112 | 76.07289 -0.21886
90.64542 25.36857 | 75.83440 -0.18071
90.74140 25.40776 | 75.59240 -0.15145
90.83351 25.44770 | 75.33705 -0.12013
90.92818 25.49743 | 75.06224 -0.09243
91.03187 25.56597 | 74.77791 -0.06376
91.15102 25.66235 | 74.47669 -0.03028
91.30061 25.92723 | 74.17073 -0.00123
91.58463 26.04600 | 73.84353 0.02470
91.92848 25.98790 | 73.50814 0.05428
92.26737 25.82369 | 73.17063 0.08929
92.62215 25.53254 | 72.83300 0.12347
92.97509 25.16991 | 72.49621 0.14912
93.30844 24.79130 | 72.15767 0.17279
93.60448 24.45218 | 71.81138 0.19598
93.84547 24.20802 | 71.45857 0.21084
94.01367 24.11431 | 71.10051 0.22382
94.10717 24.13832 | 70.73328 0.24066
94.13364 24.09022 | 70.35877 0.25863
94.17928 24.01305 | 69.98151 0.27389
94.18729 23.94610 | 69.59878 0.29131
94.11375 23.97293 | 69.20395 0.29320
93.86283 23.83914 | 68.80256 0.29800
93.88973 23.67808 | 68.40674 0.31434
93.77444 23.58233 | 68.01167 0.32496
93.68056 23.32071 | 67.61165 0.32937
93.39653 23.43836 | 67.20245 0.33441
92.75609 23.85026 | 66.78923 0.34176
92.05045 24.06082 | 66.36921 0.34292
91.35255 24.47922 | 65.95326 0.35125
90.58400 24.48736 | 65.53073 0.35958
89.91838 25.11139 | 65.10042 0.36792
89.25523 25.54936 | 64.66521 0.37823
88.36992 25.69430 | 64.23065 0.38781
87.78714 26.07108 | 63.80027 0.39203
87.05903 26.40015 | 63.35863 0.39985
86.37638 26.75576 | 62.91952 0.41025
85.71378 27.04773 | 62.47942 0.41526
84.92849 27.38277 | 62.03715 0.41178
84.28996 27.72594 | 61.58691 0.41166
83.69196 28.09137 | 61.13337 0.41596
83.32679 28.45962 | 60.67846 0.41763
82.94229 28.96303 | 60.22394 0.41874
82.55963 29.55077 | 59.76899 0.42908
82.23390 29.92692 | 59.31436 0.43619
81.82785 30.31281 | 58.86130 0.44803
81.65895 30.49149 | 58.40686 0.45861
81.47059 30.63363 | 57.94646 0.46955
81.33330 30.77440 | 57.48319 0.47200
81.16176 30.93102 | 57.01594 0.47703
81.00744 31.15282 | 56.55511 0.47901
80.78788 31.29652 | 56.09659 0.48068
80.56146 31.35928 | 55.63797 0.48187
80.30578 31.52418 | 55.17290 0.47854
80.14638 31.40192 | 54.71160 0.47178
79.76697 31.40518 | 54.24857 0.46617
79.44260 31.56341 | 53.78854 0.46044
78.98968 31.65951 | 53.32191 0.45749
78.67820 31.75600 | 52.85864 0.45584
78.33767 31.98833 | 52.39867 0.45778
78.11324 32.28137 | 51.93333 0.45252
77.87852 32.40425 | 51.46989 0.44989
77.69524 32.62001 | 51.00961 0.45321
77.59332 32.76231 | 50.55148 0.46294
77.62005 32.87172 | 50.08970 0.47045
77.54368 32.95942 | 49.62606 0.42351
77.37634 33.00098 | 49.16675 0.42490
77.07041 33.11788 | 48.71032 0.36956
76.75744 33.38184 | 48.25977 0.31245
76.41344 33.45432 | 47.80707 0.31808
76.11494 33.55515 | 47.35486 0.32484
75.55439 33.45795 | 46.89894 0.32222
75.35645 33.55478 | 46.44145 0.32478
74.88011 33.28907 | 45.98951 0.32785
74.42726 33.26932 | 45.53584 0.32310
73.87161 33.22786 | 45.08482 0.31997
73.45437 33.29879 | 44.63976 0.31431
72.98869 33.35077 | 44.20575 0.31070
72.61139 33.52934 | 43.77647 0.29208
72.20856 33.64325 | 43.35308 0.27715
72.02312 33.73018 | 42.93592 0.31719
71.86309 33.96769 | 42.51804 0.31197
71.69386 34.11371 | 42.10218 0.36086
71.40557 33.95126 | 41.68637 0.40494
71.14692 34.03026 | 41.27473 0.38828
70.80294 33.95749 | 40.86527 0.36598
70.50408 33.86189 | 40.45977 0.35447
70.08657 33.87601 | 40.05884 0.33682
69.62474 33.77361 | 39.65788 0.31986
69.19388 33.58528 | 39.25508 0.30960
68.70733 33.49191 | 38.85930 0.29559
68.12794 33.08616 | 38.46980 0.26968
67.61387 32.35505 | 38.07583 0.23376
67.11680 31.88941 | 37.68244 0.21677
66.62884 31.32567 | 37.29150 0.21214
66.44302 30.80329 | 36.90651 0.20065
66.14270 30.61421 | 36.52561 0.18662
65.97427 30.01489 | 36.14509 0.16720
65.79014 29.54644 | 35.76644 0.15711
65.55020 29.28909 | 35.39163 0.14651
65.35558 28.86987 | 35.02332 0.13671
65.06856 28.59776 | 34.65961 0.11553
64.69013 28.29328 | 34.30323 0.09366
64.28694 28.00198 | 33.94979 0.06731
63.90849 27.53500 | 33.60004 0.04611
63.59271 27.34598 | 33.25519 0.03671
63.28934 27.29705 | 32.90928 0.03756
63.04855 27.12200 | 32.56485 0.04594
62.94720 27.00388 | 32.22680 0.04133
62.75672 26.99057 | 31.89866 0.02057
62.56356 26.82088 | 31.57432 0.00151
62.36825 26.62748 | 31.25008 -0.01223
62.00335 26.37292 | 30.93253 -0.01666
61.64177 26.13117 | 30.62338 -0.01590
61.28816 25.98554 | 30.32096 -0.01989
61.00900 25.70476 | 30.02512 -0.02415
60.39816 25.42188 | 29.73605 -0.02335
59.95868 25.18610 | 29.45059 -0.02453
59.43180 24.85409 | 29.17015 -0.02562
58.82606 24.46148 | 28.89718 -0.03509
58.47788 24.05254 | 28.62986 -0.04819
57.80699 23.57791 | 28.36476 -0.05318
57.48129 23.11772 | 28.10985 -0.05845
57.02805 22.48174 | 27.85010 -0.05225
56.85988 22.24580 | 27.59192 -0.04014
56.60200 22.02526 | 27.33342 -0.06112
56.34709 21.75740 | 27.09115 -0.05006
56.26245 21.51435 | 26.85194 -0.04657
56.00956 21.27161 | 26.61539 -0.05480
55.66822 20.82658 | 26.38838 -0.06953
55.34866 20.47091 | 26.16421 -0.07999
55.18130 20.29715 | 25.93663 -0.08744
54.77173 19.97504 | 25.71995 -0.09227
54.35996 19.72160 | 25.50373 -0.09370
53.93398 19.39587 | 25.29535 -0.09058
53.54034 19.11629 | 25.09123 -0.08339
52.97724 18.80180 | 24.89568 -0.07978
52.55802 18.47606 | 24.70333 -0.08053
51.91152 18.12964 | 24.51945 -0.08891
51.42935 17.67503 | 24.33818 -0.09584
50.95481 17.32743 | 24.16495 -0.07313
50.46996 16.90512 | 23.98892 -0.08574
50.05547 16.54175 | 23.81894 -0.09713
49.80700 15.66099 | 23.65599 -0.10550
49.61575 14.90292 | 23.49100 -0.10610
49.45432 14.75153 | 23.32711 -0.11030
49.24415 14.72991 | 23.17195 -0.11580
48.97186 15.01834 | 23.01544 -0.12735
48.57875 15.10031 | 22.86397 -0.14020
48.27639 14.86206 | 22.70997 -0.15418
47.89948 14.57550 | 22.56136 -0.17237
47.26315 13.72316 | 22.41608 -0.19294
46.95318 13.48824 | 22.27292 -0.21227
46.42829 13.12749 | 22.13917 -0.25799
45.83728 12.71733 | 22.01213 -0.29440
45.37123 12.46156 | 21.89166 -0.33034
44.69043 12.08118 | 21.78024 -0.37503
44.01882 11.48431 | 21.67659 -0.44049
43.49464 11.05205 | 21.57853 -0.49867
42.98184 10.46335 | 21.48664 -0.57107
42.54334 10.10762 | 21.40525 -0.65217
42.33252 9.86554 | 21.33815 -0.71991
41.97857 9.57789 | 21.27435 -0.80187
41.69339 9.30624 | 21.21952 -0.88892
41.47608 9.04992 | 21.17978 -0.97696
41.19775 8.79412 | 21.12691 -1.07237
40.71889 8.52403 | 21.10118 -1.15615
40.37536 8.34200 | 21.08440 -1.25140
39.95733 8.09542 | 21.07061 -1.31566
39.40890 7.79558 | 21.05937 -1.39147
38.86694 7.65697 | 21.05537 -1.47172
38.18711 7.35999 | 21.05115 -1.54457
